index,yob_isomap_x,yob_isomap_y,yob_tsne_x,yob_tsne_y,yob_umap_x,yob_umap_y
water,0.6484281816544881,0.14430168666049834,131.88182,-226.55463,13.1887455,3.368662
coffee,-0.26974339288009114,-0.2126128757333432,-51.142456,-1.7530093,16.120958,4.8224564
tea,0.041929339720960704,0.2888712265906022,112.86467,65.60069,14.201534,3.9829729
juice,-0.7195124736555318,0.25104934301498133,-191.86148,178.13991,17.810524,3.9991117
milk,0.2645939293885711,-0.19847874082544717,95.21803,-182.5685,13.454676,2.9677985
soda,-0.6908942549046838,-0.3245985631974773,-139.98816,41.64924,16.791277,4.3475537
energy drink,-0.2714238458889598,0.8867831714882792,149.9013,195.22147,14.645029,5.437961
milkshake,-0.8457252292118499,-0.18544178152297286,-198.03983,103.70119,17.37087,3.7779896
smoothie,-0.9510401727351125,0.03987155748159987,-130.62761,152.92978,17.494446,4.287298
alcohol,0.16676980102846173,0.32594875865487605,153.5545,6.891585,14.108299,4.6365075
liquor,1.0340811925742286,0.2917578073478817,-180.67204,-350.93872,13.052606,4.557294
beer,-0.472932407883372,-0.885584286409254,-156.00319,-51.71223,16.182709,4.0933757
wine,0.8301279554379624,-0.6903454291686965,49.625404,-258.53015,13.823283,2.6564748
cider,0.09652408556325662,0.20986165949388572,85.874756,4.5321727,14.614546,4.397059
vodka,-0.1822409924763114,0.9740402443741116,205.01233,174.4575,14.367308,5.2133727
rum,1.0504264791242324,0.10714739454851734,-125.67497,-356.87476,13.37742,4.2552524
whiskey,0.36105939465329095,-0.6244640475664424,-61.477413,-157.26988,15.547823,3.771046
champagne,-0.09042758950953919,-0.3981071252315999,-38.702602,-67.34293,15.575733,4.269623
