index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,atheist,Buddhist,Christian,Hindu,Jewish,Muslim
Virgil,0.89120732152235,0.7502657827341009,-0.06780124100088035,0.5990808530214803,0.37289986285799487,0.28198369699996,0.09164159835852673,0.0111247219189557,0.7932838207192793,0.5026353342137363,0.6240530160930876,0.15073787246851783,0.4848978659359218,-0.31837872476651563,0.5221234502085379,-0.17314215904332578,-0.41209705660647084,-0.18718639258573314,-0.07333710125934016,0.6515989891530859,0.17994958487317475,0.25882100506450556,0.21524465380810776,0.33481460517077094,-0.04543072233680639,0.06194605911012803,-0.052911122020834714,0.51517768902034,-0.20261481330477027,0.2682072469540252,0.9286287243638944,-1.2728168609654766,0.55330944047298,2.302534222747927,-1.0352204824737063,-2.1476516560104373
Kyle,1.0439189401899078,1.0293664333961168,0.5601757352865081,1.173877955647589,0.5183711719022045,0.562078736715527,0.45260140265600113,0.3229731966292499,1.1882071139536972,0.7547562906228122,0.7639360056679597,0.7884594671589992,0.3438769175401498,0.3136394263459241,0.4722614458557351,0.23649363983619784,-0.285164932081937,0.0069998260166983005,0.3753155397652906,0.8301491999746734,0.5607549589785282,0.6304921481140666,0.902894136988301,0.6059829186845006,0.5866982075208994,0.29770060319147856,0.7949720798211525,1.0345581671163988,0.27866874605327463,0.9388095752147979,1.8444464723531493,-0.4588450652722963,-0.031044679730831772,-0.12861759810193796,-0.17658066120232768,-0.9965047591672189
Dakota,0.7880196734990201,0.489880892843709,0.04936255548758641,0.7003009803586449,0.18947575702627953,0.4133640996617532,-0.014515559745392781,0.09617362567525051,0.6719652499872838,0.5037883571527727,0.516095135995821,0.3092671887070458,0.10561053017016574,-0.454166129752593,0.22529716818889145,-0.07431676873262003,-0.0679231899297499,-0.19437744345501357,0.26752926970943924,0.7611176846892268,0.2734833569237306,0.58635659530847,0.5042211650021724,0.5567029357626582,0.325884944036795,-0.002850806483327145,0.26572357015851045,0.4559097092428916,0.05983237359605349,0.241343463668789,-1.6971506978941515,0.6226254139361183,0.23820999808092505,-0.7182694411506799,-0.3260157099848106,-1.031176495540252
Fred,1.441714440943701,1.4368961366662873,0.6873857797516648,1.5189499515843075,1.2251638337047306,0.8437604835258438,0.44796036267225636,0.06215806811942419,1.6455097643736731,0.37162050522314355,1.148946471115472,1.2991952987900643,0.5077683298639355,0.2691266959404184,0.7940369395854749,0.15245520490668565,-0.04119936864161817,0.33196998541035594,0.8545718155583866,1.2091824808505722,0.8428978135188826,0.8960649104761021,0.7329257755862252,0.984539634799096,0.7656599343528355,0.5480463183577374,0.860796353975227,1.260257186821801,0.26883075761661196,0.9434145856621152,2.0046683721035516,-0.33523689140176255,0.032152998817217365,-0.9905249651135144,0.017430294463886033,-1.2791913899943337
Henry,1.2055611085668325,0.8013614499731377,0.7012491251126596,1.2289398080954352,0.7666017147006772,0.7585685830281269,0.5995687139622154,0.056463692978594,1.1921181944330137,0.45756966938120247,1.3788587371392322,0.7728689152145791,0.31375734474959627,0.319048474582523,0.6348798349440911,0.3256242661860689,0.029354702431636296,0.39654831908975,0.6346805571942795,1.2494438189357329,0.6771412433776886,0.7911571220364724,1.0267879195106207,0.6504348701469036,0.4471636209383739,0.46065627207892323,0.8084441470358458,1.2861210710241306,0.6519010860932608,0.6025914534850924,1.5835236742876764,-0.8676710205050745,-0.08960902385229019,-0.16530394629085365,0.0179345684635407,-1.2878694854556123
Stanley,1.2129861163267621,0.7873431163914477,0.5850045174530512,1.2881455820699519,0.5129008509879114,0.4870117295106278,0.30524379842161276,0.03342568841344755,1.1895915892393265,0.5346540489555285,0.9632491896469054,0.6790132409590952,0.6602808103345071,0.6279405502887205,0.48840795908435836,0.09491809772016079,-0.1713250248712492,0.3915223217162657,0.7747046736871891,0.9561707540017352,0.5722711620473868,0.6863837587674524,0.6734640975637946,0.5102310587155086,0.35605315000275994,0.44598354767128384,0.841827419591675,0.8399127890633457,0.2540075555949766,0.5395303653665565,0.5820854289105211,0.32350807853864966,-0.03207500759349584,-0.38368007717506325,-0.02204044059281513,-0.8416820591916822
Rebecca,1.3171742106577078,1.1901844051524932,0.306426686898829,1.2274137409176153,0.9488204687421707,0.880539145345637,0.6588206474677911,0.27712080367343445,1.2981629520689317,0.9072437333030968,1.1634246589802653,0.9137477899525576,0.6053354499520215,0.007442744161414637,0.8193396116232537,0.5507042414697222,0.26741277448123824,0.030002462904270007,0.24052724202969408,1.6869084480840955,0.6646370134627126,1.1144369007291293,0.9316713633244461,0.5481522026431763,0.5780131949371363,0.653289603500816,0.1906707263116142,1.06572852359365,0.6303786278086277,1.189176988544055,2.1015973413601006,-0.6934592175813235,-0.25356402241192805,-0.3660683791698785,0.7581706623292797,-1.5527168943741534
Ernest,0.9347168730738166,0.7734096169966695,0.5104295840774509,0.9844466608591848,0.6861566480894279,0.5449143241324407,0.5223372026653973,-0.12464444973818456,0.8995929506679347,0.31368667228606734,0.7609289064029283,0.7282138121042186,0.38602747899512113,0.05574712563805302,0.4743092621896524,-0.00733383592204465,-0.2683869642943512,0.39016852362622145,0.567065530535446,1.0194460946155077,0.41771528151422105,0.47616488546830765,0.7210807154141371,0.6300091113025953,0.4827998374383711,0.4021082419011042,0.7316166746171898,0.9702818273828213,0.38153610201883953,0.5608675483569241,2.5251210332104095,-0.48975953237165143,0.12038527050409101,-0.4625214974331789,-0.015968135172754232,-1.5023906495818578
Dawn,1.3177198350016266,1.2237162994102408,0.729550136291641,1.190638766999934,0.9930620646241327,0.7288315411321499,0.5000577824047979,0.28446428496542564,1.2444555789707066,0.2167301580458753,1.1819475181230388,1.0488222116408017,0.5268577395001655,0.3383459407294233,0.6946733866991696,0.4235428824192898,0.3524581593451457,0.26791871068664075,0.2997892278679558,1.4768488258296268,0.6377176110176287,1.1420362164586424,0.6219789132568259,0.4585507081564544,0.6059209939973667,0.45793964848082336,0.63464859917439,1.1087716848178413,0.2834043968327736,1.1750162454799193,-0.7312138493269779,-0.4089177267188459,-0.677374990932898,-0.5698376037486007,-0.3078875864334964,-1.7683211457528591
Judy,0.8320330224361858,0.6100626607102704,0.3142120549217391,0.8505149577752982,0.8106246053637951,0.46403330328569137,0.4098259626732031,-0.027884065033715162,0.9195294461867081,0.09117094542513215,0.8283472973746097,0.7985988665718153,0.39328603194033684,0.17134901451672332,0.47448805591896365,0.2323364972960642,0.041636904452840205,0.06303624882811623,0.08565312403217265,1.0508825958248074,0.16900079961957745,0.6536662700252851,0.639229292606744,0.32103345209955625,0.286338533404131,0.16570884283588244,0.26257456466715734,0.6849602091235658,0.30899849781411365,0.6949509606737809,1.4597684896370244,-0.23011312751355412,-0.3428394094653044,-0.6763695532633518,0.5462433320666236,-1.8821955665980612
