index,gender_isomap_x,gender_isomap_y,gender_tsne_x,gender_tsne_y,gender_umap_x,gender_umap_y
football,-0.914002137854836,-0.13393548764938046,138.03546,30.472720000000002,6.2628965,14.940498999999999
basketball,-0.2995799962721526,0.192150561665232,-25.059279999999998,44.310154,4.7934016999999995,18.190247
cricket,0.033751270212838365,0.0253339996847058,-66.68353,-74.95593000000002,7.6395453999999985,19.110945
hockey,-0.1854385655731581,0.03717178692456589,-20.6782,18.938675,5.4738374000000025,17.918104
tennis,1.040288337157481,-0.073694498129004,26.89961,318.76583999999997,5.1189084000000005,1.8713872
volleyball,0.873829204183132,-0.05935209815915904,36.917767,296.34337999999997,4.574468,1.5776294
table tennis,1.0949220913329094,-0.03566152563456428,6.6471405,327.06458,5.1793857,1.3463669
martial arts,-0.3606454037376344,0.3733555761734732,-22.61624500000001,64.3519,4.555425,18.397215
baseball,-0.5375575941968029,-0.09852275992930784,64.720276,23.90372,6.5576234,16.547594
american football,-0.3829977346613975,-0.06595967339236722,42.234627,0.42314494,6.0971193,16.791693
rugby,-0.5929429090297877,-0.11501440035775826,85.21493000000002,19.157764,6.2980480000000005,15.955713000000001
golf,-0.14591373782978112,-0.14082158098205086,-25.568539,-61.637446999999995,7.3770947,18.524166
athletics,0.2763918930259125,0.07240422642468877,-100.09854,-121.31048,9.409258,19.737083
badminton,0.3011307293952686,0.007190446096692274,-72.93755,-158.40909,10.054717,19.537664000000003
boxing,-0.7634524195866645,-0.22125282963279846,113.10632,47.14393,6.1661706,15.308943
Formula One,-0.7038887966098492,-0.1877412447995042,112.14981,28.816658,6.593639,15.2914715
MotoGP,-0.5606946686130942,0.2737490070204737,-5.702486,80.13580999999998,4.3402980000000015,18.423077
cycling,0.1210840391436269,0.017416353872750586,-64.92583499999999,-93.71973,8.228157000000001,19.189884
swimming,0.8735286101597423,-0.06466927083598636,19.00396,297.17987,4.862655,1.4932622
snooker,0.050530031099003316,0.04108969978495414,-46.34155300000001,-78.93106999999998,7.840875,18.89967
shooting,-0.5065411641353651,-0.1098650450479128,65.745766,3.6585937000000004,6.675359200000001,16.290451
gymnastics,1.2448200960505955,-0.06395698500542536,25.494137,339.5662,4.861619,1.9134743000000003
handball,0.4066013740903222,0.007806416287768327,-92.5476,-158.90256000000005,10.538677,19.672047
wrestling,-0.8496840086532729,0.04324913913341503,140.31519,51.618233000000004,6.212177,15.313035000000001
skiing,0.3961914263245752,0.0055847877612017855,-90.73827,-179.39452,10.457136,20.022845999999998
horse racing,-0.3487710772017449,-0.0973096331295218,22.612811999999998,-6.552521,6.262708,17.27368
horling,0.4563162947414513,0.052581963038492885,-110.917725,-143.82921000000005,9.977883,20.09292
pickleball,0.33991437452878104,0.01863114143001434,-111.14461999999999,-172.07852,10.36562,20.126920000000002
water polo,-0.20075382817955706,0.06795349753529871,-37.25519600000001,13.157844,5.027195,17.763988
bowling,-0.15643572931054298,0.23208842985101424,-47.631638,35.444263,5.1647887,18.167675
